167,John Brotherton,https://s.gr-assets.com/assets/nophoto/user/f_25x33-d79c46f9428d2aea1444d67c091766a6.png,,
168,Irmgard Keun,https://images.gr-assets.com/authors/1412112763p5/176408.jpg,"February 06, 1905",<br>
169,George Herbert Mead,https://images.gr-assets.com/authors/1308338400p5/116165.jpg,"February 27, 1863",
170,John M. Williams,,,
171,Ashley Rice,https://images.gr-assets.com/authors/1248031789p5/93018.jpg,,
172,Dorothea Benton Frank,https://images.gr-assets.com/authors/1369417602p5/36935.jpg,"September 12, 1951",<i>New York Times</i>
173,Amy McCulloch,https://images.gr-assets.com/authors/1609539128p5/5833021.jpg,,<br>
174,La Tisha Honor,https://images.gr-assets.com/authors/1470652431p5/15426400.jpg,,
175,Richard King,https://images.gr-assets.com/users/1300809752p1/5152238.jpg,,<i>Librarian Note: There is more than one author in the Goodreads database with this name. This profile may contain books from multiple authors of this name.</i>
176,Jim Kjelgaard,https://images.gr-assets.com/authors/1522675698p5/70978.jpg,"December 06, 1910",<br>
177,Bill O'Reilly,https://images.gr-assets.com/authors/1415448841p5/27281.jpg,,<br>
178,Alexandra Hawkins,https://images.gr-assets.com/authors/1250871409p5/3026532.jpg,,<br>
179,Kate Summerscale,https://images.gr-assets.com/authors/1291700996p5/11166.jpg,"January 01, 1965",<br>
180,Chris Berdik,https://images.gr-assets.com/authors/1352829012p5/5810572.jpg,,<br>
181,Derrick A. Bell,https://images.gr-assets.com/users/1355341268p1/15101.jpg,"November 06, 1930",
182,Catana Chetwynd,https://images.gr-assets.com/authors/1611662334p5/17085638.jpg,,<br>
183,Josin L. McQuein,https://images.gr-assets.com/authors/1561909738p5/5068487.jpg,,<br>
184,Thomas Piketty,https://images.gr-assets.com/authors/1398785388p5/795282.jpg,"May 07, 1971","<a href=""https://www.goodreads.com/book/show/18736925.Capital_in_the_Twenty_First_Century"" title=""Capital in the Twenty-First Century"" rel=""nofollow noopener"">Capital in the Twenty-First Century</a>"
185,V.D. Savarkar,https://images.gr-assets.com/authors/1351929120p5/980887.jpg,"May 28, 1883",<br>
186,Laura Lee Gulledge,https://images.gr-assets.com/authors/1586354174p5/4215822.jpg,,<br>
187,Julie Kenner,https://images.gr-assets.com/authors/1449167879p5/11663.jpg,,<br>
188,David G. Myers,https://images.gr-assets.com/authors/1403554999p5/13183.jpg,"September 20, 1942",<i>Psychology</i>
189,Beth Koritz,https://images.gr-assets.com/authors/1559324682p5/19199774.jpg,,
190,D.D. Chant,https://images.gr-assets.com/authors/1416051621p5/5200308.jpg,,<br>
191,Eilidh McGinness,https://images.gr-assets.com/authors/1522078404p5/16552315.jpg,,<br>
192,Tara Eisenhard,https://images.gr-assets.com/authors/1557089633p5/6540600.jpg,,<br>
193,Gordon Thomas,https://images.gr-assets.com/authors/1406122814p5/48435.jpg,,<br>
194,Gordon Andrews,https://images.gr-assets.com/users/1599955192p1/355739.jpg,,"<b>
  <a href=""https://www.goodreads.com/author/show/21748.Ilona_Andrews"" title=""Ilona Andrews"" rel=""nofollow noopener"">Ilona Andrews</a>
</b>"
195,Peter  Newman,https://images.gr-assets.com/authors/1424633261p5/9852801.jpg,,<br>
196,Debbi Mack,https://images.gr-assets.com/authors/1487003685p5/304849.jpg,,<br>
197,Paula Weston,https://images.gr-assets.com/authors/1393844186p5/5446913.jpg,,<br>
198,Kelly McGonigal,https://images.gr-assets.com/authors/1427049996p5/3251696.jpg,,<br>
199,Edward Albee,https://images.gr-assets.com/authors/1206561590p5/9322.jpg,"March 12, 1928",<i>Who's Afraid of Virginia Woolf?</i>
200,Beth Fantaskey,https://images.gr-assets.com/authors/1488382223p5/1428675.jpg,,<br>
201,Jessie Redmon Fauset,https://images.gr-assets.com/authors/1293767175p5/133409.jpg,"April 27, 1882",<br>
202,Otar Chiladze,https://images.gr-assets.com/authors/1254446831p5/2779717.jpg,"March 20, 1933",<br>
203,Gael Baudino,https://images.gr-assets.com/users/1250608919p1/11513.jpg,"January 01, 1955","<a href=""https://www.goodreads.com/author/show/8064914.K_M__Tonso"" title=""K.M. Tonso"" rel=""nofollow noopener"">K.M. Tonso</a>"
204,Nicole Maggi,https://images.gr-assets.com/authors/1388877444p5/4702610.jpg,,<br>
205,Aaron Quincy,https://images.gr-assets.com/authors/1442621036p5/5772866.jpg,,
206,Anne Garréta,https://images.gr-assets.com/authors/1440718231p5/5504724.jpg,,<i>Sphinx</i>
207,Mirella Muffarotto,https://images.gr-assets.com/authors/1558947770p5/8386410.jpg,,<br>
208,Gemma Halliday,https://images.gr-assets.com/authors/1287095452p5/119376.jpg,,<br>
209,Simon Fitzmaurice,https://images.gr-assets.com/users/1493994550p1/2403340.jpg,,
210,Baj Goodson,https://images.gr-assets.com/authors/1571336476p5/18260938.jpg,March 11,<br>
211,Sherman Kennon,https://images.gr-assets.com/authors/1396491825p5/5252024.jpg,,
212,Luke Pearson,https://images.gr-assets.com/authors/1355503804p5/4461106.jpg,,<br>
213,Amanda Maxlyn,https://images.gr-assets.com/authors/1442946471p5/7264050.jpg,,
214,Kenichirou Takaki,https://images.gr-assets.com/users/1386186248p1/26261065.jpg,,
215,Jean Little,https://images.gr-assets.com/authors/1247680045p5/46155.jpg,"January 02, 1932",<i>Little by Little</i>
216,P.W. Singer,https://images.gr-assets.com/authors/1366682908p5/4773028.jpg,,
217,Ron De Christoforo,https://images.gr-assets.com/users/1515362161p1/2157232.jpg,,
218,R. Alan Ferguson,https://images.gr-assets.com/authors/1331941781p5/5754276.jpg,,<br>
219,Pete Seeger,https://images.gr-assets.com/authors/1212244824p5/30113.jpg,"May 03, 1919",<br>
220,N.K. Pockett,https://images.gr-assets.com/authors/1410185531p5/8380012.jpg,,<br>
221,Matthew E. May,https://images.gr-assets.com/users/1265406743p1/1598384.jpg,,
222,Adrienne Young,https://images.gr-assets.com/authors/1554841626p5/16640489.jpg,,<br>
223,Kathryn Harrison,https://s.gr-assets.com/assets/nophoto/user/f_25x33-d79c46f9428d2aea1444d67c091766a6.png,,<i>Envy</i>
224,Rob Zombie,https://images.gr-assets.com/authors/1214318671p5/316632.jpg,"January 12, 1965",<br>
225,Pauline A. Chen,https://images.gr-assets.com/authors/1342542481p5/5352779.jpg,,
226,Tom Rob Smith,https://images.gr-assets.com/authors/1254868572p5/981834.jpg,"January 01, 1979",<br>
227,Mari Ahokoivu,https://images.gr-assets.com/authors/1529933981p5/4569318.jpg,,<br>
228,Jen Sincero,https://images.gr-assets.com/authors/1505184855p5/69641.jpg,,<br>
229,Juliet C. Obodo,https://images.gr-assets.com/authors/1326588698p5/5416188.jpg,,<br>
230,Michael L. Middleton,https://s.gr-assets.com/assets/nophoto/user/f_25x33-d79c46f9428d2aea1444d67c091766a6.png,,
231,Joseph F. Goodavage,https://images.gr-assets.com/users/1454526273p1/36550016.jpg,,
232,Nikita Black,https://images.gr-assets.com/users/1468533996p1/45006.jpg,,
233,Margaret Cheney,https://s.gr-assets.com/assets/nophoto/user/f_25x33-d79c46f9428d2aea1444d67c091766a6.png,,
234,Susan Juby,https://images.gr-assets.com/authors/1566232374p5/87907.jpg,"March 30, 1969",<br>
235,Arthur Ashe,https://images.gr-assets.com/authors/1524473336p5/149539.jpg,"July 10, 1943","<b>Arthur Robert Ashe, Jr.</b>"
236,علی بن الحسین,https://images.gr-assets.com/users/1601723971p1/36072282.jpg,,
237,John Gallant,,,
238,Louis Aragon,https://images.gr-assets.com/authors/1251829778p5/29677.jpg,"October 03, 1897",<br>
239,Ben Counter,https://images.gr-assets.com/authors/1274646385p5/17740.jpg,,
240,Perry Perrett,https://images.gr-assets.com/authors/1596049820p5/6553004.jpg,,<br>
241,Kylie Brant,https://images.gr-assets.com/authors/1253970968p5/132565.jpg,,<br>
242,Kate Elliott,https://images.gr-assets.com/authors/1418093298p5/8660.jpg,,<br>
243,Debora Geary,https://images.gr-assets.com/authors/1298082908p5/4654545.jpg,,
244,Rosalind C. Barnett,https://images.gr-assets.com/users/1347677383p1/12841926.jpg,,
245,Jenny Lombard,https://images.gr-assets.com/users/1402286515p1/1499534.jpg,,
246,Patrick Oster,https://images.gr-assets.com/authors/1404419201p5/18440.jpg,,<br>
247,Brendan Mullen,https://images.gr-assets.com/authors/1215290502p5/51295.jpg,,
248,Rahasya Poe,,,
249,Jacquie D'Alessandro,https://s.gr-assets.com/assets/nophoto/user/f_25x33-d79c46f9428d2aea1444d67c091766a6.png,,<br>
250,John W. Campbell Jr.,https://images.gr-assets.com/authors/1547803774p5/5410853.jpg,"June 08, 1910",<br>
251,Victor Dixen,https://images.gr-assets.com/authors/1570850233p5/3330744.jpg,,<br>
252,Michael Talbot,https://images.gr-assets.com/authors/1413142189p5/112838.jpg,"September 29, 1953",<br>
253,Murray Shaw,https://images.gr-assets.com/users/1431633951p1/27273385.jpg,,
254,Shelli Stevens,https://images.gr-assets.com/authors/1539119889p5/997129.jpg,,<br>
255,Susanna Kaysen,https://images.gr-assets.com/authors/1392847006p5/4376.jpg,"November 11, 1948",<br>
256,Kay Dee,https://s.gr-assets.com/assets/nophoto/user/u_25x33-ccd24e68f4773d33a41ce08c3a34892e.png,,
257,Ellen Raskin,https://images.gr-assets.com/authors/1215658052p5/10074.jpg,"March 13, 1928",<i>The Westing Game</i>
258,Glendy Vanderah,https://images.gr-assets.com/users/1577668352p1/177370.jpg,,
259,Brian Kacica,https://images.gr-assets.com/authors/1571375207p5/16852010.jpg,,
260,Bobbie Ann Mason,https://images.gr-assets.com/authors/1335388761p5/43848.jpg,"May 01, 1940",<i>In Country</i>
261,Carol Rivers,https://images.gr-assets.com/authors/1316210848p5/491601.jpg,,"<a target=""_blank"" rel=""noopener nofollow"" href=""http://www.carolrivers.com"">www.carolrivers.com</a>"
262,Michael Ondaatje,https://images.gr-assets.com/authors/1390116915p5/4030.jpg,"September 12, 1943",<br>
263,Jolina Petersheim,https://images.gr-assets.com/authors/1539287833p5/6803052.jpg,,
264,Rita Triana Budiarti,,,
265,Anand Neelakantan,https://images.gr-assets.com/authors/1340977837p5/5785094.jpg,,
